route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude,climbing_rating_complete,protection
Theoretically Possible,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/118656602/theoretically-possible,2.0,Sport,5.11 PG13,1.0,45.0,40.0034,-105.4123,11.0,PG13
The Usual Suspects,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105863437/the-usual-suspects,1.8,"Sport, TR",5.11c,1.0,60.0,40.0034,-105.4123,11.3,G
Corporate Citizen,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113807859/corporate-citizen,2.5,Sport,5.11c/d,1.0,,40.0034,-105.4123,11.35,G
Harrassment,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105863462/harrassment,1.8,"Sport, TR",5.12,1.0,70.0,40.0034,-105.4123,12.0,G
Playing Shark With Chrissy,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106042347/playing-shark-with-chrissy,0.7,Sport,5.12b/c,1.0,35.0,40.0034,-105.4123,12.25,G
Brat Slamet,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105886628/brat-slamet,1.9,Sport,5.12c,1.0,25.0,40.0034,-105.4123,12.3,G
Guilty As Charged,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/115378492/guilty-as-charged,3.0,Sport,5.13a/b,1.0,70.0,40.0034,-105.4123,13.15,G
The Holdup,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106150494/the-holdup,3.7,Sport,5.13d,1.0,35.0,40.0034,-105.4123,13.4,G
Neuromuscular Toxin,Tungsten Mine Shaft > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106160457/neuromuscular-toxin,2.7,Sport,5.12b,1.0,30.0,40.0025,-105.4133,12.2,G
Heart of Darkness,Tungsten Mine Shaft > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105751534/heart-of-darkness,2.2,Sport,5.13,1.0,,40.0025,-105.4133,13.0,G
Mosquito Burrito,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748448/mosquito-burrito,2.7,"Sport, TR",5.8+,1.0,105.0,40.00238,-105.41307,8.35,G
Bowling Ball and Chain,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752557/bowling-ball-and-chain,1.1,"Sport, TR",5.9,1.0,,40.00238,-105.41307,9.0,G
Frothing Green,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105753601/frothing-green,1.5,Sport,5.10c,1.0,110.0,40.00238,-105.41307,10.3,G
Oil Pan Hook Shot,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752554/oil-pan-hook-shot,1.4,"Sport, TR",5.10d,1.0,,40.00238,-105.41307,10.4,G
Bad Girls Get Spanked,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752563/bad-girls-get-spanked,2.5,"Sport, TR",5.11b,1.0,,40.00238,-105.41307,11.2,G
Midge Squadron,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764451/midge-squadron,2.4,Sport,5.11b/c,1.0,90.0,40.00238,-105.41307,11.25,G
Take the Termites Bowling,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752287/take-the-termites-bowling,2.1,Sport,5.11b/c,1.0,,40.00238,-105.41307,11.25,G
Lucky Strike,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759408/lucky-strike,1.9,Sport,5.11c R,1.0,100.0,40.00238,-105.41307,11.3,R
Meteor Rhoadblock,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105751531/meteor-rhoadblock,3.0,Sport,5.12a/b,1.0,,40.00238,-105.41307,12.15,G
Next to Nothing,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758056/next-to-nothing,2.6,Sport,5.12b,2.0,60.0,40.00238,-105.41307,12.2,G
Super Bon Bon,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108026912/super-bon-bon,2.3,Sport,5.12b/c,1.0,50.0,40.00238,-105.41307,12.25,G
Shiny Dog,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752290/shiny-dog,2.5,Sport,5.12c,1.0,,40.00238,-105.41307,12.3,G
Amazing Face,Main Crag > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105751528/amazing-face,2.7,Sport,5.12c,2.0,,40.00238,-105.41307,12.3,G
Dry Run,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762981/dry-run,1.5,Sport,5.9,1.0,30.0,40.0021,-105.4127,9.0,G
Splitting Hares,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760332/splitting-hares,2.3,Sport,5.10a,1.0,60.0,40.0021,-105.4127,10.1,G
Curb Service,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764409/curb-service,1.5,Sport,5.10,1.0,50.0,40.0021,-105.4127,10.0,G
Happy Ending,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762984/happy-ending,2.0,Sport,5.10,1.0,50.0,40.0021,-105.4127,10.0,G
Donnybrook,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117586448/donnybrook,0.6,Sport,5.11a,1.0,,40.0021,-105.4127,11.1,G
Splitz,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106080715/splitz,1.5,Sport,5.11a R,1.0,40.0,40.0021,-105.4127,11.1,R
Father Figure,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760224/father-figure,2.3,Sport,5.11b,1.0,50.0,40.0021,-105.4127,11.2,G
Shady Deal,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763194/shady-deal,2.3,Sport,5.11b/c,1.0,40.0,40.0021,-105.4127,11.25,G
Centennial,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760278/centennial,2.1,Sport,5.11d,1.0,100.0,40.0021,-105.4127,11.4,G
Just Like Nebraska,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760356/just-like-nebraska,2.0,Sport,5.11d,1.0,80.0,40.0021,-105.4127,11.4,G
A Tall Cool One,Lower Right Side > The Bowling Alley > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748478/a-tall-cool-one,2.7,Sport,5.12a,1.0,40.0,40.0021,-105.4127,12.1,G
Granby,The Lookout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107315175/granby,1.5,Sport,5.9,1.0,35.0,40.003,-105.4131,9.0,G
Burnt Toast,The Lookout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111065187/burnt-toast,3.0,Sport,5.11c,1.0,,40.003,-105.4131,11.3,G
Blue Flame,The Lookout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106160477/blue-flame,2.5,Sport,5.11d,1.0,30.0,40.003,-105.4131,11.4,G
Armor Plated,The Lookout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105863459/armor-plated,1.0,Sport,5.12,1.0,30.0,40.003,-105.4131,12.0,G
Dozer Rage,The Lookout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764628/dozer-rage,1.7,Sport,5.12d,1.0,50.0,40.003,-105.4131,12.4,G
Hound Dog,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750661/hound-dog,3.4,Sport,5.11a,1.0,,40.0011,-105.413,11.1,G
Bell Buster,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106894795/bell-buster,1.9,Sport,5.11a,1.0,70.0,40.0011,-105.413,11.1,G
Bell Air,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763356/bell-air,1.5,"Trad, Sport",5.11b/c,2.0,190.0,40.0011,-105.413,11.25,G
The Purpose,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106036023/the-purpose,2.3,"Trad, Sport",5.12,1.0,75.0,40.0011,-105.413,12.0,G
Mystery Arete,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120484167/mystery-arete,2.0,Sport,5.12c PG13,1.0,80.0,40.0011,-105.413,12.3,PG13
Tiempos de Ceguera (Times of Blindness),Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106034755/tiempos-de-ceguera-times-of-blindness,3.8,Sport,5.13b,1.0,70.0,40.0011,-105.413,13.2,G
Freak on a Leash,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106214655/freak-on-a-leash,3.5,Sport,5.13b,1.0,,40.0011,-105.413,13.2,G
Verve,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759741/verve,3.4,Sport,5.13c,1.0,80.0,40.0011,-105.413,13.3,G
Gish,Aquarium Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757309/gish,2.6,Sport,5.10a,1.0,110.0,40.0012,-105.413,10.1,G
Justin Alf Memorial Route,Aquarium Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757798/justin-alf-memorial-route,1.0,"Trad, Sport",5.10d,1.0,100.0,40.0012,-105.413,10.4,G
Nowhere Man,Aquarium Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759891/nowhere-man,2.2,Sport,5.11b/c,1.0,70.0,40.0012,-105.413,11.25,G
Huck Finn,Aquarium Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759903/huck-finn,3.0,Sport,5.11c/d,1.0,70.0,40.0012,-105.413,11.35,G
The Future of Life,Aquarium Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759942/the-future-of-life,2.6,Sport,5.11d,1.0,60.0,40.0012,-105.413,11.4,G
Lichen Has Feelings Too!,Aquarium Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759963/lichen-has-feelings-too,1.0,Sport,5.11d,1.0,80.0,40.0012,-105.413,11.4,G
Bell Bottom,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105875866/bell-bottom,2.0,Sport,5.9,1.0,60.0,40.0012,-105.413,9.0,G
Bell Bottom Blues,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105875879/bell-bottom-blues,1.7,Sport,5.11a/b,1.0,55.0,40.0012,-105.413,11.15,G
For Whom the Bell Tolls,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105753487/for-whom-the-bell-tolls,2.0,Sport,5.11b,1.0,,40.0012,-105.413,11.2,G
Bottom Feeder,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752977/bottom-feeder,1.0,"Trad, Sport",5.11b,1.0,,40.0012,-105.413,11.2,G
Carrying Futons,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752995/carrying-futons,1.7,Sport,5.11c,1.0,,40.0012,-105.413,11.3,G
The War on Peace,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752941/the-war-on-peace,2.8,Sport,5.12a,1.0,,40.0012,-105.413,12.1,G
Clyde's Big Adventure,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106146935/clydes-big-adventure,1.8,Sport,5.12a,1.0,50.0,40.0012,-105.413,12.1,G
Antebellum,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752971/antebellum,2.0,"Trad, Sport, TR",5.12a,1.0,,40.0012,-105.413,12.1,G
Underbelly,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752974/underbelly,0.8,"Trad, Sport",5.12a,1.0,,40.0012,-105.413,12.1,G
Poolside,The Patio > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762630/poolside,1.5,Sport,5.12c,1.0,40.0,40.0012,-105.413,12.3,G
Hambanger,Bean Liquor Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760764/hambanger,2.3,Sport,5.10,1.0,70.0,40.0012,-105.413,10.0,G
We Bean Jammin' aka Eat The Rich,Bean Liquor Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760770/we-bean-jammin-aka-eat-the-rich,1.7,Sport,5.11b,1.0,70.0,40.0012,-105.413,11.2,G
Bean Bagger,Bean Liquor Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832762/bean-bagger,1.7,Sport,5.11b,1.0,60.0,40.0012,-105.413,11.2,G
Beano Hangover,Bean Liquor Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760773/beano-hangover,1.0,Sport,5.12a,1.0,,40.0012,-105.413,12.1,G
Nice Doggie,Bean Liquor Wall > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760767/nice-doggie,2.0,Sport,5.12a,1.0,,40.0012,-105.413,12.1,G
Dary Design,Boulder Falls East > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105976482/dary-design,1.0,Sport,5.11c/d,1.0,,40.00565,-105.40638,11.35,G
Tricks are for Kids,Canyon Block > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106200631/tricks-are-for-kids,3.0,"Trad, Sport",5.12a/b,1.0,40.0,40.00503,-105.3649,12.15,G
Wallflower,Canyon Block > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107322235/wallflower,3.0,Sport,5.12b,1.0,40.0,40.00503,-105.3649,12.2,G
The Cat's Meow,Long Walk Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106371869/the-cats-meow,1.0,Sport,5.9+,1.0,50.0,40.00911,-105.3649,9.35,G
Tiger Paw,Long Walk Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106371573/tiger-paw,1.0,Sport,5.11,1.0,50.0,40.00911,-105.3649,11.0,G
Cassandra Crossing,Interloper Wall > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107143313/cassandra-crossing,3.5,Sport,5.11b,1.0,70.0,40.0024,-105.4102,11.2,G
Edgy,Huck's Fins aka Sun Dial Crag (submitted as Fin Land) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108416910/edgy,2.8,Sport,5.9+,1.0,65.0,39.99866,-105.41909,9.35,G
Ear Rings,Huck's Fins aka Sun Dial Crag (submitted as Fin Land) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108416864/ear-rings,2.2,Sport,5.10a,1.0,55.0,39.99866,-105.41909,10.1,G
Overhanging Left-Leaning Arete,Huck's Fins aka Sun Dial Crag (submitted as Fin Land) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108416830/overhanging-left-leaning-arete,2.5,Sport,5.11a,1.0,30.0,39.99866,-105.41909,11.1,G
"Short, Overhanging Face",Huck's Fins aka Sun Dial Crag (submitted as Fin Land) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108416809/short-overhanging-face,2.0,Sport,5.12,1.0,25.0,39.99866,-105.41909,12.0,G
Totem Pole (submitted as Hard Up),Huck's Fins aka Sun Dial Crag (submitted as Fin Land) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108416918/totem-pole-submitted-as-hard-up,1.0,Sport,5.12+,1.0,20.0,39.99866,-105.41909,12.35,G
Poison Ivy,Poison Ivy Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111180008/poison-ivy,1.0,"Sport, TR",5.5,1.0,65.0,40.00546,-105.39437,5.0,G
Ghost Duster,Ghost Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117832259/ghost-duster,1.7,Sport,5.11+,1.0,40.0,40.00573,-105.33834,11.35,G
Ghost,Ghost Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117832244/ghost,3.0,Sport,5.12b,1.0,40.0,40.00573,-105.33834,12.2,G
Ghost Rider,Ghost Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/119570539/ghost-rider,3.0,Sport,5.12b,1.0,50.0,40.00573,-105.33834,12.2,G
Rathtars,West Face > Kanjiklub > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120193097/rathtars,2.0,Sport,5.8+,1.0,65.0,40.00449,-105.39654,8.35,G
Tasu Leech Right,West Face > Kanjiklub > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120193557/tasu-leech-right,1.3,Sport,5.10-,1.0,45.0,40.00449,-105.39654,10.15,G
Tasu Leech,West Face > Kanjiklub > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120966495/tasu-leech,2.0,Sport,5.11c,1.0,60.0,40.00449,-105.39654,11.3,G
Bata-Tic,South Face > Kanjiklub > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120966484/bata-tic,2.0,Sport,5.9,1.0,45.0,40.00444,-105.39646,9.0,G
Headspace,Claim Jumper > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120351106/headspace,1.0,Sport,5.9,1.0,50.0,40.00357,-105.39823,9.0,G
Wakazashi,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677143/wakazashi,1.0,Sport,5.9,1.0,,40.00619,-105.40002,9.0,G
Jack O' Lantern,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677237/jack-o-lantern,1.0,Sport,5.10a,1.0,,40.00619,-105.40002,10.1,G
Puzzle Pieces,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120617193/puzzle-pieces,1.0,Sport,5.11b,1.0,30.0,40.00619,-105.40002,11.2,G
Spooky Tooth,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677164/spooky-tooth,2.0,Sport,5.11,1.0,,40.00619,-105.40002,11.0,G
Karate Chop,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677118/karate-chop,1.0,Sport,5.11b/c,1.0,,40.00619,-105.40002,11.25,G
Gremlin,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677208/gremlin,2.0,Sport,5.11c,1.0,,40.00619,-105.40002,11.3,G
Daddy Long Legs,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677185/daddy-long-legs,1.0,Sport,5.11d,1.0,,40.00619,-105.40002,11.4,G
Unknown 11d,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120677303/unknown-11d,2.0,Sport,5.11d,1.0,,40.00619,-105.40002,11.4,G
Jump Start,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120617185/jump-start,1.5,Sport,5.12b,1.0,25.0,40.00619,-105.40002,12.2,G
Power O,Glacier Dome > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120617173/power-o,2.5,Sport,5.12c,1.0,25.0,40.00619,-105.40002,12.3,G
Wunderhund,G-Land > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121813426/wunderhund,3.0,Sport,5.10+,1.0,45.0,39.99683,-105.41577,10.35,G
Corgi Wolf,G-Land > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121727927/corgi-wolf,3.0,Sport,5.11+,1.0,30.0,39.99683,-105.41577,11.35,G
Valhallahund,G-Land > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121878706/valhallahund,3.0,Sport,5.12a,1.0,40.0,39.99683,-105.41577,12.1,G
